title,property_type,location,price,price_category,bedroom,bathroom,price_per_bedroom,added_date,updated_date,month_added,state
Mountain View Units 2x 2-bedroom House In Osoba Presidential Hilltop,flat/apartment,"osoba hilltop estate, oke-sari, abeokuta south, ogun",120000000.0,high,2.0,2.0,60000000.0,,2025-12-16,NaT,Ogun
Spacious 881sqm Plot -- Ready For Your Dream Build,land,"osoba presidential hilltop, abeokuta south, ogun",220000000.0,high,,,,2025-08-09,2025-12-16,2025-08,Ogun
Exclusive Land Opportunity,land,"crystal hill estate, laderin, abeokuta south, ogun",25000000.0,mid,,,,2025-05-08,2025-12-16,2025-05,Ogun
Exclusive Hot Listing: Perfect Land For Your Dream Home!,land,"laderin housing estate, abeokuta south, ogun",30000000.0,mid,,,,,2025-12-16,NaT,Ogun
3 Plots In Ibara With Demolishable Bungalow,land,"ibara, abeokuta south, ogun",160000000.0,high,,,,,2025-12-16,NaT,Ogun
Luxury 5 Bedroom Semi Detached Duplex,semi detached duplex,"laderin housing estate., abeokuta south, ogun",150000000.0,high,5.0,5.0,30000000.0,,2025-12-16,NaT,Ogun
Stunning 3 Bedroom Semi-detached Duplex With Bq,semi detached duplex,"ibara gra, abeokuta south, ogun",130000000.0,high,3.0,3.0,43333333.33,,2025-12-16,NaT,Ogun
2800sqm Warehouse Complex On Massive Grounds,land,"agbara, ado-odo/ota, ogun",1200000000.0,high,,,,2025-02-09,2026-01-19,2025-02,Ogun
Massive 4 Bedroom Detached Home (private),flat/apartment,"agbara residential estate, agbara, ado-odo/ota, ogun",180000000.0,high,4.0,3.0,45000000.0,2025-07-01,2026-01-19,2025-07,Ogun
Land,land,"grandview park and gardeb estate china town phase 1, atan ota, ado-odo/ota, ogun",2500000.0,low,,,,,2026-01-15,NaT,Ogun
Land,land,"imperial park and garden estate, g.r.a quarters, sagamu, ogun",3000000.0,low,,,,,2026-01-21,NaT,Ogun
Luxury 2 Bedroom Semi Detached Bungalow,semi detached duplex,"treasure island estate, mowe ofada, ogun",15000000.0,mid,2.0,2.0,7500000.0,,2025-12-05,NaT,Ogun
Skyline Land For In Prime Location,land,"isiiwo community, ijebu north east, ogun",330000000.0,high,,,,2025-09-12,2026-01-25,2025-09,Ogun
100 Acres Of Farm Land With C Of O,land,"osu village, odeda, ogun",900000.0,low,,,,2025-09-12,2026-01-21,2025-09,Ogun
3 Plots Of Residential Land,land,"treasure parks & gardens estate phase 2 extension, simawa, ogun",17000000.0,mid,,,,2025-09-12,2025-12-29,2025-09,Ogun
Half Plot Of Land,land,"berger, arepo, ogun",37500000.0,mid,,,,,2025-11-12,NaT,Ogun
Land,land,"winter park and garden estate, opp. gateway international stadium, sagamu, ogun",10000000.0,mid,,,,,2026-01-15,NaT,Ogun
Great Investment Farm Land Acres And Hectares Selling Affordable,land,"off afon road, imeko afon, ogun",3000000.0,low,,,,2025-10-12,2026-01-24,2025-10,Ogun
Land,land,"sunrise park & garden estate alabata, abeokuta south, ogun",2500000.0,low,,,,,2025-12-06,NaT,Ogun
Land,land,"chicago park and garden estate, ijebu ode, ogun",7500000.0,low,,,,,2025-12-06,NaT,Ogun
Land,land,"houston park and garden estate, sagamu, ogun",3000000.0,low,,,,2024-12-06,2025-12-06,2024-12,Ogun
Profitable Cocoa Republic Farm Land For Smart Investors,land,"buy an acre+ 400 seeds we do the farming why you earn cocoa republic, obafemi owode, ogun",3500000.0,low,,,,2025-01-12,2025-12-15,2025-01,Ogun
Newly Built 3 Bedrooms Bungalow With C Of O In A Serene Environment,bungalow,"bluestone treasure estate 2.0, mowe ofada, ogun",47500000.0,mid,3.0,3.0,15833333.33,,2025-12-16,NaT,Ogun
Luxury 3 Bedroom Bungalow Plus Bq,bungalow,"bluestone treasure estate, mowe ofada, ogun",65000000.0,high,3.0,3.0,21666666.67,,2025-12-03,NaT,Ogun
Poultry Farm Land,land,"obafemi owode, ogun",8500000.0,low,,,,2025-12-12,2026-01-25,2025-12,Ogun
Half Plot Of Dry And Table Land,land,"gbaga, off sagamu expressway, ogijo, sagamu, ogun",5000000.0,low,,,,2025-03-10,2026-01-25,2025-03,Ogun
Profitable Coconut Farm Land,land,"adaba coconut farm, owode, obafemi owode, ogun",3700000.0,low,,,,2025-04-12,2025-12-16,2025-04,Ogun
Luxury 3 Fully Detached Bungalow With Excellent Facilities,fully detached,"pelican ecostay apartment masa kobape, abeokuta north, ogun",60500000.0,high,3.0,4.0,20166666.67,,2025-12-05,NaT,Ogun
Land,land,"pelican brief estate masa kobape, abeokuta north, ogun",15000000.0,mid,,,,,2025-12-05,NaT,Ogun
Luxury 2 Bedroom Fully Detached Bungalow With Excellent Facilities,fully detached,"pelican ecostay apartment masa, kobape, abeokuta north, ogun",41500000.0,mid,2.0,3.0,20750000.0,,2025-12-05,NaT,Ogun
Land,land,"pelican valley estate laderin, abeokuta north, ogun",80000.0,low,,,,,2025-12-05,NaT,Ogun
Newly 4 Bedroom Detached Duplex,detached duplex,"mowe ofada, ogun",95000000.0,high,4.0,4.0,23750000.0,2025-05-12,2026-01-20,2025-05,Ogun
Lovely Plot Of Land,land,"makogi magboro ext, magboro, ogun",15000000.0,mid,,,,2025-05-12,2026-01-20,2025-05,Ogun
3 Bedroom Fully Detached Bungalow,fully detached,"obafemi owode, ogun",60500000.0,high,3.0,3.0,20166666.67,2025-05-12,2026-01-25,2025-05,Ogun
Hot Land Available,land,"orile imo town, mowe ofada, ogun",6000000.0,low,,,,,2026-01-20,NaT,Imo
2plots Of Land,land,"magboro, ogun",120000000.0,high,,,,2025-06-12,2026-01-20,2025-06,Ogun
Lovely 3 Bedroom Bungalow With 2hrs Electricity,bungalow,"oke ayo, magboro, ogun",55000000.0,high,3.0,3.0,18333333.33,2025-06-12,2026-01-20,2025-06,Ogun
"Newly Built Hotel On 4 And Half Plots Of Land,fenced Round With Gates",land,"ogosa,idiroko, ado-odo/ota, ogun",30000000.0,mid,4.0,5.0,7500000.0,2025-06-11,2026-01-25,2025-06,Ogun
Luxury 4 Bedroom Duplex,house,"praise hill estate, berger, arepo, ogun",170000000.0,high,4.0,4.0,42500000.0,2025-06-08,2026-01-20,2025-06,Ogun
6152.600sqm Of Fenced Prime Land (10 Plots),land,"mowe simawa road, boun village, mowe town, ogun",12000000.0,mid,,,,2025-10-11,2026-01-22,2025-10,Ogun
Beautifully Built 4 Bedroom Terraced Duplex All Ensuite + Self Contain,terraced duplex,"voera estate, berger, arepo, ogun",150000000.0,high,4.0,4.0,37500000.0,2025-03-10,2026-01-03,2025-03,Ogun
Land,land,"treasure parks & garden city of david phase 2, simawa, ogun",15000000.0,mid,,,,,2026-01-21,NaT,Ogun
Land,land,"treasure park & garden estate capetown estate phase 3, simawa, ogun",15000000.0,mid,,,,,2025-12-06,NaT,Ogun
90-plot Mixed-use Estate Land With Expressway Frontage,land,"ogere remo, km 46, ogun",2800000.0,low,,,,2025-08-12,2026-01-08,2025-08,Ogun
1 Acre Of Profitable Cocoa Farm Land,land,"cocoa republic, obafemi owode, ogun",3500000.0,low,,,,2025-05-12,2025-12-16,2025-05,Ogun
A Large Former School Compound Available,school,"alagbole axis, akute, ifo, ogun",370000000.0,high,,5.0,,2025-04-12,2025-12-04,2025-04,Ogun
3plots Plots Of Mixed Use Land,land,"adigbe, opako, abeokuta south, ogun",35000000.0,mid,,,,2025-04-03,2025-12-01,2025-04,Ogun
Prime 4 Bedrooms Exclusive Duplex In An Estate,house,"kemta housing estate, abeokuta south, ogun",150000000.0,high,4.0,4.0,37500000.0,2024-06-12,2025-12-18,2024-06,Ogun
2 Units Of 3 Bedroom Apartment,flat/apartment,"adehun, abeokuta north, ogun",40000000.0,mid,3.0,3.0,13333333.33,,2025-12-01,NaT,Ogun
Own 2 Prime Land Plots Ready For Development!,land,"oke mosan, abeokuta south, ogun",45000000.0,mid,,,,,2025-12-01,NaT,Ogun
Exquisitely Finished 3 Bedroom Fully Detached Bungalow,fully detached,"pa akindayomi rd, three of life rccg, mowe town, ogun",65000000.0,high,3.0,3.0,21666666.67,2025-01-12,2026-01-25,2025-01,Ogun
A Plot Of Land,land,"abisodun road, mowe ofada, ogun",19000000.0,mid,,,,2025-02-12,2025-12-08,2025-02,Ogun
Land In Developed Area,land,"mowe ofada, ogun",4500000.0,low,,,,2025-08-02,2025-11-26,2025-08,Ogun
Plots Of Land In A Serene Location,land,"near nestle food city crest estate by orilemo close to redemption camp, mowe ofada, ogun",3500000.0,low,,,,,2025-12-03,NaT,Ogun
Luxury 4 Bedroom Detached Bungalow,bungalow,"near ojodu berger, blue stone treasure island estate, mowe ofada, ogun",65000000.0,high,4.0,4.0,16250000.0,,2025-12-03,NaT,Ogun
Luxury 3 Bedroom Apartment With Excellent Facilities,flat/apartment,"mowe ofada, ogun",42500000.0,mid,3.0,3.0,14166666.67,,2025-12-03,NaT,Ogun
Luxury 3 Bedroom Detached Bungalow,bungalow,"near ojodu berger treasure island estate, phase 1, mowe ofada, ogun",38500000.0,mid,3.0,3.0,12833333.33,,2025-12-03,NaT,Ogun
Newly Built 3 Bedroom Semi Detached Bungalow,semi detached duplex,"praise court estate, kobape, abeokuta south, ogun",35000000.0,mid,3.0,2.0,11666666.67,2025-02-09,2025-12-04,2025-02,Ogun
Fenced 1100 Plot Of Land,land,"obasanjo presidential hilltop, oke- mosan, abeokuta south, ogun",125000000.0,high,,,,,2025-12-16,NaT,Ogun
Fenced And Gated Land On Estate Main Road,land,"laderin estate, abeokuta south, ogun",38000000.0,mid,,,,2025-03-07,2025-12-16,2025-03,Ogun
Newly Built  4 Bedroom Bungalow,bungalow,"olokemeji, abeokuta south, ogun",30000000.0,mid,4.0,4.0,7500000.0,2025-03-06,2025-12-04,2025-03,Ogun
High Demand Student Hostel Apartment Now On Promo,flat/apartment,"funaab, abeokuta south, ogun",11000000.0,mid,,1.0,,2025-04-12,2026-01-04,2025-04,Ogun
Luxury 3 Bedroom Duplex With Bq,house,"pelican ecostay apartment masa kobape, abeokuta north, ogun",80000000.0,high,3.0,4.0,26666666.67,,2025-12-05,NaT,Ogun
Luxury 1 Bedroom Semi- Detached Bungalow,bungalow,"pelican ecostay apartment masa kobape, abeokuta north, ogun",29500000.0,mid,1.0,2.0,29500000.0,,2025-12-05,NaT,Ogun
Land,land,"pelican greenish acres kobape, abeokuta north, ogun",9500000.0,low,,,,,2025-12-05,NaT,Ogun
Block Of 3 Bedroom Flat,flat/apartment,"martins, akute, ifo, ogun",48000000.0,mid,3.0,3.0,16000000.0,,2025-11-24,NaT,Ogun
3 Bedrooms Bungalow With Rooms Ensuite And 2 Bedrooms Bq,bungalow,"salvation close, akute- lambe axis, akute, ifo, ogun",80000000.0,high,3.0,3.0,26666666.67,,2026-01-24,NaT,Ogun
A 6 Bedroom Fully Detached Duplex,fully detached,"via iju ishaga, ajuwon, ifo, ogun",160000000.0,high,6.0,6.0,26666666.67,,2025-12-01,NaT,Ogun
37.5 Acres Of Fenced Land,land,"opic, isheri north, ogun",10000000000.0,high,,,,2025-09-10,2026-01-16,2025-09,Ogun
Two Units Of Mini Flats With Single Room Self Contained,flat/apartment,"ascon bus stop, asese, ibafo, ogun",23000000.0,mid,4.0,4.0,5750000.0,,2025-12-29,NaT,Ogun
Fenced And Gated 26 Acres Of Land,land,"off lagos - ibadan expressway, sagamu interchange, km 46, ogun",120000000.0,high,,,,,2026-01-16,NaT,Lagos
Block Of 4 Number 3 Bedroom Flats,flat/apartment,"igbala, sango ota, ogun",100000000.0,high,1.0,,100000000.0,,2025-11-20,NaT,Ogun
Beautiful 4 Bedroom Duplex With Bq,house,"berger, arepo, ogun",100000000.0,high,4.0,4.0,25000000.0,,2026-01-15,NaT,Ogun
Beautiful Blocks Of Flat,flat/apartment,"berger, arepo, ogun",390000000.0,high,3.0,3.0,130000000.0,,2026-01-12,NaT,Ogun
500sqm Of A Dry Land,land,"treasure island estate, kajola, mowe ofada, ogun",5000000.0,low,,,,,2026-01-23,NaT,Ogun
Luxury 4 Bedrooms Duplex And 2 Units Of 2 Bedroom Flat Behind,house,"forthright estate, behind punch newspaper, berger, arepo, ogun",280000000.0,high,4.0,,70000000.0,2025-06-11,2026-01-06,2025-06,Ogun
100 Acres Of Farmland In Agricultural Zone With Fertile Soil,land,"aiyepe town, odogbolu, ogun",5500000.0,low,,,,,2026-01-25,NaT,Ogun
"5 Acres Of Dry, Level, Fully Fenced Land",land,"lagos - ibadan expressway, sagamu, ogun",1500000000.0,high,,,,2025-01-09,2026-01-19,2025-01,Lagos
Fenced & Gated 500sqm Ibara Gra,land,"ibara housing estate gra, abeokuta, abeokuta south, ogun",55000000.0,high,,,,,2025-12-16,NaT,Ogun
"Prime 2,590sqm Fenced & Gated Land",land,"ibara gra, abeokuta south, ogun",400000000.0,high,,,,,2025-12-16,NaT,Ogun
7-bedroom Duplex,house,"pelican axis, laderin, abeokuta south, ogun",70000000.0,high,7.0,7.0,10000000.0,,2025-12-01,NaT,Ogun
4 Bedroom Duplex With A Bq,house,"obasanjo hilltop estate, oke-mosan, abeokuta south, ogun",180000000.0,high,4.0,4.0,45000000.0,2025-10-07,2025-12-16,2025-10,Ogun
4 Bedroom Duplex,house,"alagbole, ifo, ogun",80000000.0,high,4.0,4.0,20000000.0,,2025-11-09,NaT,Ogun
Well Built Modern And Affordable 3 Bedroom Bungalow,bungalow,"bluestone estate, mowe ofada, ogun",63000000.0,high,3.0,3.0,21000000.0,2025-07-11,2026-01-15,2025-07,Ogun
3 Bedroom Detached Bungalow,bungalow,"queens homes, mowe ofada, ogun",42500000.0,mid,3.0,,14166666.67,2025-08-11,2025-11-10,2025-08,Ogun
Spacious 3 Bedroom Bungalow,bungalow,"sweet sensation mfm, magboro, ogun",50000000.0,mid,3.0,3.0,16666666.67,2025-10-11,2026-01-16,2025-10,Ogun
Spacious 3 Bedroom All Ensuite Bungalow,bungalow,"blue stone estate, mowe ofada, ogun",60500000.0,high,3.0,3.0,20166666.67,2025-03-11,2026-01-04,2025-03,Ogun
About 255 Acres Of Industrial Land,land,"odogbolu, ogun",30000000.0,mid,,,,2025-07-11,2025-11-07,2025-07,Ogun
6 Plots Of 1 Acre,land,"peace farm and resort, obafemi owode, ogun",2700000.0,low,,,,2025-11-11,2026-01-21,2025-11,Ogun
Farm Land,land,"aiyetoro, abeokuta north, ogun",4100000.0,low,,,,,2026-01-20,NaT,Ogun
Luxury 2 Bedroom Bungalow,bungalow,"queens homes,mowe, mowe ofada, ogun",35500000.0,mid,2.0,2.0,17750000.0,2025-12-11,2025-12-03,2025-12,Ogun
Fenced 4 Acres Of Land With Global C Of O,land,"opposite redemption camp, lagos - ibadan expressway., km 46, ogun",520000000.0,high,,,,,2026-01-19,NaT,Lagos
Luxury 2 Bedroom Apartment,flat/apartment,"mowe ofada, ogun",15000000.0,mid,2.0,2.0,7500000.0,,2025-12-03,NaT,Ogun
Govt. Approved Estate Land Directly Facing Road,land,"crystal palace estate, agowoye, sagamu, ogun",2000000.0,low,,,,2025-02-08,2026-01-25,2025-02,Ogun
4acres Of Virgin Dry Land,land,"gudugba bus stop, abeokuta expressway, ifo, ogun",25000000.0,mid,,,,,2026-01-25,NaT,Ogun
120 Acres Of Residential Land With Good Layout.,land,"redemption camp, lagos - ibadan expressway, km 46, ogun",25000000.0,mid,,,,,2026-01-16,NaT,Lagos
A Plot With A Roofed 4 Bedroom Carcass Bungalow,land,"behind mfm, magboro, ogun",40000000.0,mid,4.0,4.0,10000000.0,,2026-01-08,NaT,Ogun
"An Industrial Property On 6,200-sqmts Of Land",land,"ilo awela road, sango ota, ogun",450000000.0,high,,,,2025-05-08,2026-01-22,2025-05,Ogun
150 Acres Of Land With C Of O,land,"off ofada road, mowe ofada, ogun",10000000.0,mid,,,,,2026-01-16,NaT,Ogun
Strategically And Serenely  4 Bedroom Detached Duplex. Off Plan,detached duplex,"sango ota, ogun",165000000000.0,high,4.0,4.0,41250000000.0,2025-06-09,2025-11-14,2025-06,Ogun
A Well Built And Spacious Semi Detached 2 Wing Building,semi detached duplex,"osaro, akute, ifo, ogun",100000000.0,high,4.0,3.0,25000000.0,,2025-10-29,NaT,Ogun
Spacious 3 Bedrooms Bungalow On Half Plot Near Bus-stop,land,"asese, ibafo, ogun",18000000.0,mid,3.0,3.0,6000000.0,,2025-12-29,NaT,Ogun
4 Bedroom Terraced Duplex With Bq,terraced duplex,"lagos ibadan expressway, asese, ibafo, ogun",130000000.0,high,4.0,4.0,32500000.0,2025-07-11,2025-12-11,2025-07,Lagos
Affordable Land,land,"the iconia 2, sango ota, ogun",2000000.0,low,,,,2025-10-08,2026-01-19,2025-10,Ogun
Factory/industrial Equipments + Warehouse + Offices + Plant,office space,"ogere toll gate, lagos ibadan expressway, ogun, km 46, ogun",1000000000.0,high,,,,,2026-01-23,NaT,Lagos
"55 Rooms Hotel With Swimming Pool, Gym, Lounge On 1 Acre",hotel / guest house,"ibafo, ogun",500000000.0,high,55.0,60.0,9090909.091,,2026-01-01,NaT,Ogun
Land,land,"mainland park, pentagon estate, mowe town, ogun",25000000.0,mid,,,,2025-03-11,2026-01-07,2025-03,Ogun
Most Affordable Land,land,"adejorin, mowe ofada, ogun",2000000.0,low,,,,,2026-01-16,NaT,Ogun
"1,000sqm Premium Land In Secure Estate",land,"obasanjo hilltop gra, abeokuta south, ogun",100000000.0,high,,,,2025-03-10,2025-11-04,2025-03,Ogun
A Plot Of Land 450sqm,land,"oke ata, abeokuta south, ogun",1800000.0,low,,,,,2025-12-16,NaT,Ogun
2 Acres Bare Land With C Of O,land,"km 46, ogun",700000000.0,high,,,,2025-12-10,2026-01-19,2025-12,Ogun
34.5acres Industrial Land,land,"after sagamu before ogere along lagos-ibadan expressway, km 46, ogun",30000000.0,mid,,,,,2026-01-19,NaT,Lagos
Palm Plantation Land,land,"palm crest estate phase 2, imeko afon, ogun",3000000.0,low,,,,,2026-01-21,NaT,Ogun
3 Bedroom Plus 2 Bq,flat/apartment,"sango ota, ogun",32000000.0,mid,3.0,3.0,10666666.67,2025-05-11,2026-01-22,2025-05,Ogun
3803sqm Land,land,"owode, mowe ofada, ogun",700000000.0,high,,,,2025-05-11,2025-12-16,2025-05,Ogun
Farmland With Staff Quarters,land,"onanisa town, odugbe bus stop, ado-odo/ota, ogun",35000000.0,mid,,,,2025-06-11,2025-11-06,2025-06,Ogun
"2,200 Sqm  Mixed Use Land",land,"off lagos ibadan express road, mowe town, ogun",20000000.0,mid,,,,,2026-01-10,NaT,Lagos
2 Units Of 3 Bedroom Bungalows With 3 Lock Up Shops In Front,bungalow,"ado-odo/ota, ogun",50000000.0,mid,3.0,3.0,16666666.67,2025-06-11,2026-01-12,2025-06,Ogun
A Newly Built 6 Nos Of 2 Bedroom Flats With Pent House,flat/apartment,"alagbole, ifo, ogun",220000000.0,high,2.0,2.0,110000000.0,,2026-01-22,NaT,Ogun
Exquisitely Finished 3 Bedroom Detached Duplex,detached duplex,"ajuwon, ifo, ogun",85000000.0,high,3.0,3.0,28333333.33,,2025-10-24,NaT,Ogun
Land Measuring 470 Sqms With 2 Units Of 3 Bedrooms Upstairs And 3 Unit,land,"threeco estate, olambe, ifo, ogun",42000000.0,mid,,,,,2025-12-25,NaT,Ogun
Fenced And Gated 25 Acres Of Land With C Of O,land,"opic, isheri north, ogun",1200000000.0,high,,,,,2026-01-16,NaT,Ogun
Contemporarily Built 4-bedroom Fully Detached Duplex,fully detached,"mowe town, ogun",87000000.0,high,4.0,4.0,21750000.0,,2025-12-16,NaT,Ogun
9150sqm Of Land With C Of O,land,"lagos -ibadan expressway, km 46, ogun",1000000000.0,high,,,,,2026-01-16,NaT,Lagos
"ÃƒÂ€dÃƒÂ bÃƒÂ  Farm & Resort, Commercial Land With C Of O",land,"obafemi owode, ogun",3700000.0,low,,,,,2026-01-24,NaT,Ogun
Lucrative Commercial Plots,land,"morayo estate, opposite olabisi onabanjo university, ago-iwoye, km 46, ogun",9000000.0,low,,,,,2026-01-23,NaT,Ogun
8  Acres And 16 Acres Acres Of Land With C Of O,land,"beside new nnpc trailer park, lagos- ibadan expressway, km 46, ogun",70000000.0,high,,,,,2026-01-16,NaT,Lagos
50 Acres Of Land With C Of O,land,"sagamu interchange, lagos- ibadan expressway, km 46, ogun",130000000.0,high,,,,,2026-01-16,NaT,Lagos
An Ultra Modern 3 Bedroom Detached Bungalow,bungalow,"near ojodu berger, 27/29 bluestone estate, mowe town, ogun",55000000.0,high,3.0,3.0,18333333.33,,2025-12-03,NaT,Ogun
Farmland Of Palm Trees Plantation On 130 Acres Of Land With C Of O,land,"ofada axis, mowe ofada, ogun",30000000.0,mid,,,,,2026-01-16,NaT,Ogun
A Block Of 4 Units Of 2-bedroom Flats On 648sq Mts,flat/apartment,"blue view garden estate, oke-aro, ogun",65000000.0,high,2.0,2.0,32500000.0,,2026-01-20,NaT,Ogun
800 Estats  Land For Farming With A Registered Survey Plan In Ogun,land,"milebrook farm city via ipara ogere road, obafemi owode, ogun",1000000.0,low,,,,,2026-01-16,NaT,Ogun
25 Acres Of Land,land,"paradise estate, oluwa seyi bus-stop, ijoko, ogun",2000000000.0,high,,,,,2026-01-16,NaT,Ogun
Lovely 4 Bedrooms Detached Furnished House - A Home Built For You,flat/apartment,"behind punch newspaper, magboro, ogun",260000000.0,high,4.0,4.0,65000000.0,,2026-01-13,NaT,Ogun
Newly Built 3 Bedrooms Semi Detached Duplex,semi detached duplex,"roselle court, abiola way, abeokuta south, ogun",65000000.0,high,3.0,3.0,21666666.67,,2025-12-01,NaT,Ogun
A Very Big School Available,school,"via ojodu berger, akute, ifo, ogun",900000000.0,high,,20.0,,,2026-01-01,NaT,Ogun
Lovely 3 Bedroom Bungalow In An Estate,bungalow,"akute, ifo, ogun",75000000.0,high,3.0,3.0,25000000.0,,2026-01-18,NaT,Ogun
1 Acre Residential Titled Land,land,"atan ota, ado-odo/ota, ogun",18000000.0,mid,,,,2025-12-09,2026-01-22,2025-12,Ogun
50acres Bare Land With C Of O,land,"ishara remo, sagamu, ogun",60000000.0,high,,,,,2026-01-15,NaT,Ogun
Beautifully Built 4 Bedroom Duplex,house,"berger, arepo, ogun",180000000.0,high,4.0,4.0,45000000.0,2025-02-10,2026-01-12,2025-02,Ogun
Estate Land,land,"obafemi owode rd after sagamu interchange rd, old abeokuta lbadan expw, ijebu east, ogun",650000.0,low,,,,,2026-01-21,NaT,Ogun
Smart Three Bedroom Detached Bungalow,bungalow,"ogan cda, ifo, ogun",8000000.0,low,3.0,3.0,2666666.667,2025-03-10,2026-01-16,2025-03,Ogun
"1,200sqm Prime Land In Residential Estate",land,"olusegun obasanjo hilltop gra, abeokuta south, ogun",80000000.0,high,,,,2025-03-10,2025-12-04,2025-03,Ogun
500sqm Premium Land,land,"obasanjo hilltop gra estate, abeokuta south, ogun",55000000.0,high,,,,2025-03-10,2025-10-27,2025-03,Ogun
Mixed Used Buildable Plots In A Prime Location And Planned Estate,land,"glory land estate, berger, arepo, ogun",60000000.0,high,,,,2025-04-10,2026-01-15,2025-04,Ogun
Investment Duplex Property,house,"ibafo, ogun",75000000.0,high,10.0,13.0,7500000.0,2025-04-10,2026-01-16,2025-04,Ogun
Buy And Build Land With C Of O,land,"magboro, ogun",7000000.0,low,,,,,2026-01-24,NaT,Ogun
4 Nos. 4 Bedrooms Newly Built Terraced Houses With Bq,flat/apartment,"t.a. gardens, warewa, berger, arepo, ogun",160000000.0,high,4.0,4.0,40000000.0,2024-10-12,2025-11-27,2024-10,Ogun
